Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR16683728_2 - polyg	(1, 0.08405626715290752)	(2, 0.08414987101387958)	(3, 0.08452428645776781)	(4, 0.08527311734554427)	(5, 0.08751961000887365)	(6, 0.08864285634053834)	(7, 0.08976610267220303)	(8, 0.08995331039414714)	(9, 0.0902341219770633)	(10, 0.09070214128192361)	(12, 0.09163817989164416)	(14, 0.09304223780622503)	(16, 0.0936506629025434)	(18, 0.09430588992934781)	(20, 0.09468030537323605)	(22, 0.09552274012198456)	(24, 0.0967395903146213)	(26, 0.09800324243774408)	(28, 0.09865846946454848)	(30, 0.09987531965718521)	(32, 0.10081135826690579)	(34, 0.1017941988071124)	(36, 0.10366627602655354)	(38, 0.10483632428870426)	(40, 0.10595957062036895)	(42, 0.10712961888251966)	(44, 0.1081592613532123)	(46, 0.1097973289202233)	(48, 0.11180981193112254)	(50, 0.11279265247132914)	(52, 0.11433711617736808)	(54, 0.11677081656264157)	(56, 0.11878329957354081)	(58, 0.12009375362714961)	(60, 0.1212169999588143)	(62, 0.1218722269856187)	(64, 0.12271466173436721)	(66, 0.12341669069165764)	(68, 0.12439953123186426)	(70, 0.12580358914644513)	(72, 0.12650561810373556)	(74, 0.12711404320005393)	(76, 0.12819048760123258)	(78, 0.12959454551581343)	(80, 0.13048378219504797)	(82, 0.13109220729136634)	(84, 0.13202824590108692)	(86, 0.1329642845108075)	(88, 0.13347910574615382)	(90, 0.133806719259556)	(92, 0.13455555014733248)	(94, 0.13535118296559495)	(96, 0.1359128061314273)	(98, 0.1368956466716339)	(100, 0.1378784872118405)	(102, 0.1390485354739912)	(104, 0.1396569605703096)	(106, 0.14017178180565593)	(108, 0.14087381076294636)	(110, 0.14195025516412502)	(112, 0.14326070921773382)	(114, 0.14433715361891247)	(116, 0.14564760767252127)	(118, 0.1471452694480742)	(120, 0.1483153177102249)	(122, 0.14939176211140356)	(124, 0.1514042451223028)	(126, 0.15322952041125792)	(128, 0.15533560728312923)	(130, 0.1572544864330564)	(132, 0.1607178292890225)	(134, 0.16357274704867025)	(136, 0.16750410920949665)	(138, 0.1706398385520606)
SRR16683729_2 - polyg	(1, 0.08808175771049867)	(2, 0.08815608830772273)	(3, 0.08830474950217082)	(4, 0.08875073308551512)	(5, 0.09001435323832396)	(6, 0.09068332861334041)	(7, 0.09142663458558091)	(8, 0.09179828757170115)	(9, 0.09194694876614926)	(10, 0.09239293234949354)	(12, 0.09272742003700177)	(14, 0.09335923011340619)	(16, 0.09373088309952643)	(18, 0.09406537078703467)	(20, 0.09432552787731883)	(22, 0.09510599914817136)	(24, 0.09577497452318781)	(26, 0.09644394989820425)	(28, 0.0969642640787726)	(30, 0.09759607415517702)	(32, 0.09852520662047763)	(34, 0.09889685960659789)	(36, 0.09975166147467446)	(38, 0.10045780214830291)	(40, 0.10097811632887127)	(42, 0.10175858759972378)	(44, 0.10227890178029214)	(46, 0.10305937305114465)	(48, 0.103579687231713)	(50, 0.10450881969701362)	(52, 0.10491763798174589)	(54, 0.10558661335676234)	(56, 0.10673873761373512)	(58, 0.10789086187070787)	(60, 0.10889432493323253)	(62, 0.11000928389159328)	(64, 0.11075258986383378)	(66, 0.1116817223291344)	(68, 0.11220203650970274)	(70, 0.11298250778055527)	(72, 0.11368864845418372)	(74, 0.1143947891278122)	(76, 0.11532392159311283)	(78, 0.11606722756535331)	(80, 0.11692202943342989)	(82, 0.1176653354056704)	(84, 0.1182971454820748)	(86, 0.11866879846819506)	(88, 0.11930060854459948)	(90, 0.12011824511406402)	(92, 0.12093588168352856)	(94, 0.12179068355160513)	(96, 0.12253398952384563)	(98, 0.12305430370441398)	(100, 0.12383477497526649)	(102, 0.1241320973641627)	(104, 0.12468957684334306)	(106, 0.1254700481141956)	(108, 0.1261018581906)	(110, 0.12695666005867656)	(112, 0.1274398089406329)	(114, 0.12792295782258922)	(116, 0.12874059439205376)	(118, 0.12959539626013034)	(120, 0.130636024621267)	(122, 0.13156515708656763)	(124, 0.1325314548504803)	(126, 0.1342038932880214)	(128, 0.13591349702417455)	(130, 0.13766026605893972)	(132, 0.14029900226039346)	(134, 0.1434952179410276)	(136, 0.14695159071194588)	(138, 0.14895851683699524)
SRR16683736_2 - polyg	(1, 0.06154690876819991)	(2, 0.06167459945029161)	(3, 0.06199382615552087)	(4, 0.06224920751970427)	(5, 0.06307919695330033)	(6, 0.06365380502271298)	(7, 0.06390918638689638)	(8, 0.06403687706898809)	(9, 0.06435610377421734)	(10, 0.06486686650258414)	(12, 0.06560108792461142)	(14, 0.06678222673395966)	(16, 0.06710145343918891)	(18, 0.06780375219069326)	(20, 0.06844220560115177)	(22, 0.06866566429481225)	(24, 0.06927219503474782)	(26, 0.06971911242206878)	(28, 0.07022987515043558)	(30, 0.07083640589037116)	(32, 0.07157062731239845)	(34, 0.07195369935867355)	(36, 0.0731667608385447)	(38, 0.07412444095423247)	(40, 0.07473097169416804)	(42, 0.07527365709305778)	(44, 0.07600787851508506)	(46, 0.07651864124345187)	(48, 0.07671017726658941)	(50, 0.07722093999495622)	(52, 0.07798708408750643)	(54, 0.07862553749796493)	(56, 0.07935975891999221)	(58, 0.07977475363679024)	(60, 0.08031743903567996)	(62, 0.08060474307038629)	(64, 0.08133896449241358)	(66, 0.08194549523234915)	(68, 0.08277548466594523)	(70, 0.08335009273535787)	(72, 0.08427585018052271)	(74, 0.08497814893202706)	(76, 0.08577621569510019)	(78, 0.08670197314026502)	(80, 0.08721273586863182)	(82, 0.08762773058542986)	(84, 0.08817041598431959)	(86, 0.08900040541791564)	(88, 0.09018154422726388)	(90, 0.0913626830366121)	(92, 0.09232036315229987)	(94, 0.093118429915373)	(96, 0.09378880599635443)	(98, 0.09423572338367539)	(100, 0.09461879542995048)	(102, 0.09503379014674851)	(104, 0.09570416622772995)	(106, 0.09611916094452796)	(108, 0.09704491838969281)	(110, 0.09822605719904104)	(112, 0.09915181464420587)	(114, 0.09966257737257268)	(116, 0.10068410282930629)	(118, 0.10164178294499404)	(120, 0.10266330840172766)	(122, 0.10365291118793835)	(124, 0.10483404999728657)	(126, 0.10646210619395577)	(128, 0.10812208506114787)	(130, 0.10971821858729414)	(132, 0.11150588813657795)	(134, 0.11367662973213688)	(136, 0.11565583530455824)	(138, 0.11753927286541083)
SRR16683747_2 - polyg	(1, 0.07039094253808857)	(2, 0.07045830229171354)	(3, 0.07066038155258843)	(4, 0.07113189982796318)	(5, 0.07200757662508774)	(6, 0.07254645465408746)	(7, 0.07254645465408746)	(8, 0.07295061317583725)	(9, 0.073422131451212)	(10, 0.07375893021933683)	(12, 0.07453356738602393)	(14, 0.07527452467589854)	(16, 0.07567868319764834)	(18, 0.0759481222121482)	(20, 0.07618388134983557)	(22, 0.07675643925564779)	(24, 0.0776994758063973)	(26, 0.07830571358902197)	(28, 0.07860883248033432)	(30, 0.07928243001658397)	(32, 0.08009074706008355)	(34, 0.08130322262533293)	(36, 0.08359345424858175)	(38, 0.08440177129208132)	(40, 0.08544584747326828)	(42, 0.08675936266895509)	(44, 0.08790447848057951)	(46, 0.08898223453857895)	(48, 0.08995895096614095)	(50, 0.09103670702414038)	(52, 0.09245126185026466)	(54, 0.09423629532132624)	(56, 0.09588660928513788)	(58, 0.09703172509676229)	(60, 0.09780636226344938)	(62, 0.09888411832144883)	(64, 0.09938931647363607)	(66, 0.10016395364032316)	(68, 0.10130906945194758)	(70, 0.10265626452444687)	(72, 0.10380138033607128)	(74, 0.10481177664044575)	(76, 0.1060579320825076)	(78, 0.10689992900281968)	(80, 0.10807872469125657)	(82, 0.10932488013331843)	(84, 0.11006583742319304)	(86, 0.11087415446669263)	(88, 0.11238974892325435)	(90, 0.11350118485806626)	(92, 0.11501677931462798)	(94, 0.11639765426393976)	(96, 0.11791324872050148)	(98, 0.11929412366981326)	(100, 0.12027084009737526)	(102, 0.12138227603218718)	(104, 0.12208955344524933)	(106, 0.122695791227874)	(108, 0.123672507655436)	(110, 0.12471658383662296)	(112, 0.12576066001780994)	(114, 0.12636689780043459)	(116, 0.12720889472074665)	(118, 0.1279498520106213)	(120, 0.12912864769905819)	(122, 0.13054320252518242)	(124, 0.13138519944549448)	(126, 0.13306919328611866)	(128, 0.13505630601805513)	(130, 0.13724549801086647)	(132, 0.13943469000367786)	(134, 0.14152284236605178)	(136, 0.14371203435886315)	(138, 0.14529498856904982)
SRR16683758_2 - polyg	(1, 0.06761599002471326)	(2, 0.0676802637794896)	(3, 0.06774453753426594)	(4, 0.06819445381770035)	(5, 0.06896573887501647)	(6, 0.06935138140367453)	(7, 0.06967275017755625)	(8, 0.06980129768710894)	(9, 0.06992984519666162)	(10, 0.07012266646099065)	(12, 0.07047617211226054)	(14, 0.07115104653741214)	(16, 0.07144027843390569)	(18, 0.07185805783995192)	(20, 0.07208301598166914)	(22, 0.07246865851032719)	(24, 0.07320780669025514)	(26, 0.07375413360585406)	(28, 0.07397909174757125)	(30, 0.07491106119182823)	(32, 0.07555379873959167)	(34, 0.07622867316474327)	(36, 0.07728919011855294)	(38, 0.07812474893064542)	(40, 0.07886389711057334)	(42, 0.07953877153572497)	(44, 0.08014937220610022)	(46, 0.08079210975386367)	(48, 0.08149912105640343)	(50, 0.08275245927454214)	(52, 0.0835880180866346)	(54, 0.08455212440827975)	(56, 0.0856126413620894)	(58, 0.08705880084455714)	(60, 0.08821572843053133)	(62, 0.08866564471396572)	(64, 0.08908342412001195)	(66, 0.0895976141582227)	(68, 0.09043317297031517)	(70, 0.09130086865979581)	(72, 0.09216856434927644)	(74, 0.09293984940659256)	(76, 0.09383968197346138)	(78, 0.09467524078555384)	(80, 0.09509302019160007)	(82, 0.09570362086197533)	(84, 0.09628208465496241)	(86, 0.09695695908011402)	(88, 0.0976639703826538)	(90, 0.09843525543996992)	(92, 0.09936722488422689)	(94, 0.1000420993093785)	(96, 0.10097406875363549)	(98, 0.10171321693356344)	(100, 0.10251663886826773)	(102, 0.10309510266125482)	(104, 0.1038021139637946)	(106, 0.10434844087939352)	(108, 0.10528041032365049)	(110, 0.10576246348447307)	(112, 0.10611596913574295)	(114, 0.10698366482522359)	(116, 0.10794777114686874)	(118, 0.10839768743030315)	(120, 0.10952247813888916)	(122, 0.11029376319620528)	(124, 0.11135428015001494)	(126, 0.1124147971038246)	(128, 0.11389309346368051)	(130, 0.11533925294614823)	(132, 0.11733173934421487)	(134, 0.11942063637444604)	(136, 0.12109175399863097)	(138, 0.12257005035848687)
SRR16683770_2 - polyg	(1, 0.07238869267433493)	(2, 0.07252993890394338)	(3, 0.07260056201874761)	(4, 0.07295367759276876)	(5, 0.07323617005198567)	(6, 0.07337741628159414)	(7, 0.07358928562600682)	(8, 0.07373053185561528)	(9, 0.07408364742963643)	(10, 0.07454269767586391)	(12, 0.07514299415169987)	(14, 0.07556673284052523)	(16, 0.07588453685714427)	(18, 0.07630827554596964)	(20, 0.07652014489038234)	(22, 0.07673201423479502)	(24, 0.07765011472725)	(26, 0.07839165743269441)	(28, 0.07867414989191132)	(30, 0.07909788858073669)	(32, 0.07945100415475784)	(34, 0.07994536595838744)	(36, 0.08036910464721282)	(38, 0.08068690866383185)	(40, 0.08142845136927626)	(42, 0.08185219005810164)	(44, 0.08209937095991643)	(46, 0.08262904432094816)	(48, 0.08301747145237143)	(50, 0.08333527546899044)	(52, 0.0837237026004137)	(54, 0.08457117997806446)	(56, 0.08555990358532367)	(58, 0.08580708448713847)	(60, 0.08654862719258288)	(62, 0.0870783005536146)	(64, 0.08739610457023363)	(66, 0.08778453170165688)	(68, 0.08813764727567804)	(70, 0.08845545129229707)	(72, 0.0895147980143605)	(74, 0.09011509449019645)	(76, 0.09082132563823875)	(78, 0.09145693367147681)	(80, 0.09202191858991064)	(82, 0.09279877285275716)	(84, 0.09311657686937619)	(86, 0.09346969244339734)	(88, 0.09449372760805866)	(90, 0.09509402408389461)	(92, 0.0958002552319369)	(94, 0.09625930547816439)	(96, 0.09710678285581514)	(98, 0.09738927531503205)	(100, 0.09823675269268281)	(102, 0.09890767228332298)	(104, 0.09961390343136528)	(106, 0.100143576792397)	(108, 0.10099105417004775)	(110, 0.10166197376068792)	(112, 0.10197977777730696)	(114, 0.1025800742531429)	(116, 0.10335692851598943)	(118, 0.10434565212324864)	(120, 0.10558155663232265)	(122, 0.106923395813603)	(124, 0.10808867720787278)	(126, 0.10978363196317428)	(128, 0.11112547114445465)	(130, 0.11306760680157094)	(132, 0.11564535049192531)	(134, 0.11790529016566065)	(136, 0.12009460672459174)	(138, 0.12246048107053342)
SRR16683781_2 - polyg	(1, 0.062270264191786794)	(2, 0.062481111587470044)	(3, 0.06269195898315329)	(4, 0.06304337130929205)	(5, 0.0639570433572528)	(6, 0.0642381732181638)	(7, 0.0645193030790748)	(8, 0.0645193030790748)	(9, 0.06473015047475805)	(10, 0.06490585663782743)	(12, 0.06546811635964943)	(14, 0.0660655173140853)	(16, 0.06652235333806569)	(18, 0.06704947182727382)	(20, 0.06747116661864032)	(22, 0.06817399127091782)	(24, 0.06915794578410632)	(26, 0.07007161783206708)	(28, 0.07073930125173071)	(30, 0.07147726713662209)	(32, 0.07196924439321634)	(34, 0.07281263397594934)	(36, 0.07390201218697948)	(38, 0.07449941314141535)	(40, 0.07551850888721773)	(42, 0.07632675723733685)	(44, 0.07685387572654498)	(46, 0.0781189601006445)	(48, 0.07885692598553587)	(50, 0.07959489187042725)	(52, 0.08121138857066551)	(54, 0.08328472129488414)	(56, 0.0846200881342114)	(58, 0.0857446075778554)	(60, 0.08676370332365778)	(62, 0.08788822276730178)	(64, 0.08869647111742092)	(66, 0.08961014316538167)	(68, 0.09080494507425342)	(70, 0.09178889958744194)	(72, 0.09337025505506631)	(74, 0.09403793847472994)	(76, 0.09540844654667108)	(78, 0.09674381338599833)	(80, 0.0974817792708897)	(82, 0.0986062987145337)	(84, 0.09944968829726672)	(86, 0.1003282191126136)	(88, 0.10215556320853511)	(90, 0.10324494141956524)	(92, 0.10419375470013986)	(94, 0.10531827414378386)	(96, 0.106407652354814)	(98, 0.10760245426368575)	(100, 0.10855126754426038)	(102, 0.10942979835960726)	(104, 0.11016776424449864)	(106, 0.11083544766416227)	(108, 0.11171397847950915)	(110, 0.11241680313178665)	(112, 0.1131899102492919)	(114, 0.11427928846032204)	(116, 0.11568493776487704)	(118, 0.11677431597590718)	(120, 0.11782855295432343)	(122, 0.11948019088717556)	(124, 0.12067499279604732)	(126, 0.12204550086798845)	(128, 0.12390798619652382)	(130, 0.1260867426185841)	(132, 0.1279140867145056)	(134, 0.1303036905322491)	(136, 0.13251758818692322)	(138, 0.13438007351545864)
SRR16683792_2 - polyg	(1, 0.05808397228852741)	(2, 0.05820996789002096)	(3, 0.05827296569076774)	(4, 0.05846195909300806)	(5, 0.058902943698235496)	(6, 0.059154934901222596)	(7, 0.059154934901222596)	(8, 0.059532921705703255)	(9, 0.05965891730719681)	(10, 0.059816411809063746)	(12, 0.060194398613544406)	(14, 0.060698381019518605)	(16, 0.061170864525119426)	(18, 0.06148585352885331)	(20, 0.06167484693109364)	(22, 0.06214733043669446)	(24, 0.06321829304938964)	(26, 0.06397426665835096)	(28, 0.06428925566208483)	(30, 0.06504522927104614)	(32, 0.06583270178038085)	(34, 0.06665167319008894)	(36, 0.0675336424005438)	(38, 0.06819511930838494)	(40, 0.06926608192108014)	(42, 0.07017955003190839)	(44, 0.0706520335375092)	(46, 0.07140800714647051)	(48, 0.07213248185505844)	(50, 0.07295145326476653)	(52, 0.07411691257858188)	(54, 0.07578635429837144)	(56, 0.0766998224091997)	(58, 0.07808577402562876)	(60, 0.07928273223981751)	(62, 0.07984971244653849)	(64, 0.08063718495587319)	(66, 0.08148765526595467)	(68, 0.0821806310741692)	(70, 0.08293660468313052)	(72, 0.08366107939171843)	(74, 0.08492103540665395)	(76, 0.0858660024178556)	(78, 0.086873967229804)	(80, 0.08747244633689838)	(82, 0.0882284199458597)	(84, 0.08882689905295406)	(86, 0.0894883759607952)	(88, 0.09033884627087668)	(90, 0.09134681108282511)	(92, 0.09207128579141302)	(94, 0.09289025720112111)	(96, 0.09377222641157598)	(98, 0.09462269672165745)	(100, 0.09537867033061875)	(102, 0.09651263074406072)	(104, 0.09714260875152848)	(106, 0.09780408565936963)	(108, 0.09852856036795755)	(110, 0.09903254277393175)	(112, 0.09978851638289307)	(114, 0.10029249878886728)	(116, 0.10098547459708182)	(118, 0.10161545260454957)	(120, 0.10259191851612459)	(122, 0.10350538662695286)	(124, 0.10482834044263514)	(126, 0.10583630525458357)	(128, 0.10722225687101264)	(130, 0.10870270518856187)	(132, 0.11052964141021837)	(134, 0.11207308752851439)	(136, 0.11364803254718378)	(138, 0.11534897316734673)
SRR16683803_2 - polyg	(1, 0.06852361510659159)	(2, 0.06858590930214305)	(3, 0.06871049769324594)	(4, 0.06877279188879738)	(5, 0.06908426286655461)	(6, 0.06927114545320896)	(7, 0.0693334396487604)	(8, 0.06939573384431186)	(9, 0.06952032223541475)	(10, 0.06973835191984482)	(12, 0.07017441128870494)	(14, 0.07076620614644369)	(16, 0.07092194163532231)	(18, 0.07129570680863098)	(20, 0.0715760306886125)	(22, 0.07182520747081828)	(24, 0.07207438425302407)	(26, 0.0726350320129871)	(28, 0.07294650299074432)	(30, 0.07341370945738018)	(32, 0.07378747463068885)	(34, 0.07450385787953051)	(36, 0.07525138822614785)	(38, 0.07574974179055943)	(40, 0.07615465406164384)	(42, 0.07652841923495252)	(44, 0.07721365538601845)	(46, 0.07786774443930863)	(48, 0.07821036251484159)	(50, 0.07867756898147744)	(52, 0.07892674576368322)	(54, 0.07973657030585204)	(56, 0.08017262967471217)	(58, 0.0806086890435723)	(60, 0.08110704260798388)	(62, 0.08172998456349834)	(64, 0.0821971910301342)	(66, 0.08244636781233998)	(68, 0.08291357427897583)	(70, 0.08350536913671458)	(72, 0.08400372270112616)	(74, 0.08459551755886491)	(76, 0.08509387112327647)	(78, 0.08562337178546378)	(80, 0.08640204922985686)	(82, 0.08733646216312857)	(84, 0.08783481572754014)	(86, 0.08873808156303611)	(88, 0.08942331771410203)	(90, 0.09023314225627084)	(92, 0.09104296679843965)	(94, 0.09197737973171136)	(96, 0.09288064556720733)	(98, 0.09353473462049752)	(100, 0.09397079398935766)	(102, 0.09437570626044206)	(104, 0.09484291272707793)	(106, 0.09555929597591956)	(108, 0.09630682632253693)	(110, 0.09727238635358434)	(112, 0.09792647540687453)	(114, 0.09830024058018322)	(116, 0.09914121222012776)	(118, 0.10007562515339946)	(120, 0.10088544969556826)	(122, 0.10197559811771859)	(124, 0.10306574653986891)	(126, 0.10403130657091633)	(128, 0.10533948467749671)	(130, 0.10702142795738578)	(132, 0.1087656654328263)	(134, 0.11097710937490265)	(136, 0.11318855331697902)	(138, 0.11555573274793401)
SRR16683814_2 - polyg	(1, 0.08402438037079445)	(2, 0.08419786498270937)	(3, 0.08431352139065265)	(4, 0.08448700600256757)	(5, 0.08477614702242578)	(6, 0.08477614702242578)	(7, 0.0849496316343407)	(8, 0.08512311624625563)	(9, 0.08541225726611383)	(10, 0.08581705469391532)	(12, 0.08659773544753246)	(14, 0.08786995593490857)	(16, 0.08830366746469588)	(18, 0.08896869181036976)	(20, 0.08977828666597273)	(22, 0.09067462382753316)	(24, 0.09183118790696598)	(26, 0.0926986109665406)	(28, 0.09330580710824282)	(30, 0.09414431606583162)	(32, 0.09527196604327862)	(34, 0.09689115575448456)	(36, 0.09882840058753455)	(38, 0.09995605056498155)	(40, 0.10079455952257035)	(42, 0.10145958386824422)	(44, 0.10224026462186138)	(46, 0.103107687681436)	(48, 0.10403293894498225)	(50, 0.10542081584030163)	(52, 0.10623041069590461)	(54, 0.10779177220313892)	(56, 0.10920856320044411)	(58, 0.11010490036200456)	(60, 0.11140603495136647)	(62, 0.11212888750101199)	(64, 0.11377699131420377)	(66, 0.1148178989856933)	(68, 0.1156564079432821)	(70, 0.11663948741079999)	(72, 0.11753582457236042)	(74, 0.11857673224384996)	(76, 0.12010917964909845)	(78, 0.12152597064640366)	(80, 0.12236447960399247)	(82, 0.12363670009136857)	(84, 0.12476435006881556)	(86, 0.12641245388200734)	(88, 0.12791598718527)	(90, 0.12913037946867445)	(92, 0.13043151405803638)	(94, 0.13187721915732742)	(96, 0.1330916114407319)	(98, 0.1339590345003065)	(100, 0.13471080115193784)	(102, 0.1355203960075408)	(104, 0.13621433445520048)	(106, 0.13731307033066167)	(108, 0.1384696344100945)	(110, 0.1395683702855557)	(112, 0.14098516128286087)	(114, 0.14150561511860565)	(116, 0.14280674970796758)	(118, 0.14387657148144292)	(120, 0.144830736846975)	(122, 0.1463631842522235)	(124, 0.14830042908527347)	(126, 0.14965939187860702)	(128, 0.15142315209974208)	(130, 0.1531290841169055)	(132, 0.15544221227577115)	(134, 0.15804448145449498)	(136, 0.1607334929391763)	(138, 0.16249725316031136)
