Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR16683636_2 - polyg	(1, 0.09770923003010291)	(2, 0.09792087457168436)	(3, 0.09820306729379295)	(4, 0.09848526001590156)	(5, 0.10208321722278621)	(6, 0.10419966263860071)	(7, 0.10497569262439937)	(8, 0.10596336715177947)	(9, 0.10631610805441523)	(10, 0.10698631576942315)	(12, 0.10815036074812112)	(14, 0.11016098389314491)	(16, 0.11100756205947071)	(18, 0.11181886613553293)	(20, 0.11308873338502164)	(22, 0.1141116820026653)	(24, 0.11524045289109972)	(26, 0.11629867559900697)	(28, 0.11746272057770493)	(30, 0.11869731373693007)	(32, 0.11968498826431018)	(34, 0.12084903324300815)	(36, 0.12268328593671404)	(38, 0.1244469904498928)	(40, 0.12550521315780006)	(42, 0.12677508040728874)	(44, 0.12793912538598673)	(46, 0.12917371854521187)	(48, 0.13040831170443698)	(50, 0.1319603716760343)	(52, 0.13382989846000376)	(54, 0.13562887706344612)	(56, 0.13760422611820627)	(58, 0.13957957517296649)	(60, 0.14081416833219162)	(62, 0.14173129467904458)	(64, 0.14289533965774254)	(66, 0.14381246600459552)	(68, 0.1448001405319756)	(70, 0.14617583005225504)	(72, 0.14772789002385234)	(74, 0.14878611273175957)	(76, 0.15019707634230262)	(78, 0.1510436545086284)	(80, 0.1518549585846906)	(82, 0.1527720849315436)	(84, 0.15354811491734222)	(86, 0.15464161171551305)	(88, 0.15548818988183885)	(90, 0.1562642198676375)	(92, 0.1573929907560719)	(94, 0.15792210211002555)	(96, 0.1588039543666149)	(98, 0.1592625175400414)	(100, 0.16025019206742147)	(102, 0.161202592504538)	(104, 0.16194334840007307)	(106, 0.16286047474692605)	(108, 0.16388342336456974)	(110, 0.16515329061405842)	(112, 0.1660351428706478)	(114, 0.1668817210369736)	(116, 0.16765775102277225)	(118, 0.1689981664527881)	(120, 0.170585500514649)	(122, 0.1723844791180913)	(124, 0.1745009245339058)	(126, 0.17633517722761172)	(128, 0.17926292671948846)	(130, 0.18159101667688438)	(132, 0.18448349207849757)	(134, 0.1882225456464365)	(136, 0.1926318069293834)	(138, 0.19619449004600448)
SRR16683637_2 - polyg	(1, 0.0733583588875965)	(2, 0.07343179067827477)	(3, 0.07372551784098787)	(4, 0.07401924500370097)	(5, 0.07570817618930129)	(6, 0.07629563051472749)	(7, 0.07702994842151023)	(8, 0.07725024379354505)	(9, 0.0773971073749016)	(10, 0.0779845617003278)	(12, 0.07908603856050192)	(14, 0.08040781079271087)	(16, 0.08099526511813707)	(18, 0.08143585586220672)	(20, 0.08183973071093723)	(22, 0.08239046914102428)	(24, 0.08316150294314617)	(26, 0.08404268443128547)	(28, 0.08474028644272907)	(30, 0.08598862688425975)	(32, 0.0868330924770599)	(34, 0.08764084217452092)	(36, 0.0887790349300342)	(38, 0.08980707999953004)	(40, 0.09061482969699106)	(42, 0.09138586349911294)	(44, 0.09245062446394792)	(46, 0.0935153854287829)	(48, 0.094873873556331)	(50, 0.09582848683514857)	(52, 0.0973338385440532)	(54, 0.09913291741567093)	(56, 0.10100542807796695)	(58, 0.10229048441483675)	(60, 0.10328181358899345)	(62, 0.10394269970509792)	(64, 0.10456686992586325)	(66, 0.10544805141400257)	(68, 0.10625580111146359)	(70, 0.10732056207629857)	(72, 0.10856890251782923)	(74, 0.10945008400596853)	(76, 0.1105882767614818)	(78, 0.1114694582496211)	(80, 0.11191004899369074)	(82, 0.11301152585386487)	(84, 0.11374584376064761)	(86, 0.11459030935344777)	(88, 0.11569178621362189)	(90, 0.11635267232972636)	(92, 0.11719713792252652)	(94, 0.11818846709668324)	(96, 0.11932665985219648)	(98, 0.11995083007296183)	(100, 0.1210155910377968)	(102, 0.12182334073525783)	(104, 0.12274123811873627)	(106, 0.12369585139755385)	(108, 0.12439345340899745)	(110, 0.125348066687815)	(112, 0.12670655481536308)	(114, 0.1281017588382503)	(116, 0.12931338338444187)	(118, 0.13045157613995512)	(120, 0.13188349605818148)	(122, 0.13331541597640784)	(124, 0.13504106305734728)	(126, 0.13676671013828676)	(128, 0.13882280027727845)	(130, 0.140842174520931)	(132, 0.14381616204340114)	(134, 0.14682686546121038)	(136, 0.15031487551842843)	(138, 0.15347244251759426)
SRR16683638_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002588047533806371)	(4, 0.0008626825112687904)	(5, 0.0042271443052170725)	(6, 0.0060387775788815325)	(7, 0.006470118834515927)	(8, 0.0068151918390234436)	(9, 0.007332801345784718)	(10, 0.00797981322923631)	(12, 0.008669959238251342)	(14, 0.010783531390859878)	(16, 0.011214872646494274)	(18, 0.01155994565100179)	(20, 0.011948152781072745)	(22, 0.01246576228783402)	(24, 0.013112774171285611)	(26, 0.013759786054737206)	(28, 0.014061724933681283)	(30, 0.014536200314879117)	(32, 0.01505380982164039)	(34, 0.015485151077274786)	(36, 0.017253650225375804)	(38, 0.017900662108827396)	(40, 0.01889274699678651)	(42, 0.02040244139150689)	(44, 0.021912135786227274)	(46, 0.023378696055384215)	(48, 0.024888390450104603)	(50, 0.02665688959820562)	(52, 0.028166583992926004)	(54, 0.029633144262082946)	(56, 0.03213492354476244)	(58, 0.03429162982293441)	(60, 0.035413117087583844)	(62, 0.03618953134772575)	(64, 0.03709534798455798)	(66, 0.038173701123643974)	(68, 0.03976966376949123)	(70, 0.04192637004766321)	(72, 0.04352233269351047)	(74, 0.04572217309724588)	(76, 0.04723186749196627)	(78, 0.048353354756615695)	(80, 0.04900036664006729)	(82, 0.04964737852351889)	(84, 0.05059632928591455)	(86, 0.052494230810705894)	(88, 0.05387452282873595)	(90, 0.054952875967821946)	(92, 0.05611749735803481)	(94, 0.05723898462268424)	(96, 0.05848987426402398)	(98, 0.05969762977980029)	(100, 0.06120732417452067)	(102, 0.06250134794142387)	(104, 0.06345029870381952)	(106, 0.06470118834515928)	(108, 0.0668147604977678)	(110, 0.0683244548924882)	(112, 0.07013608816615266)	(114, 0.07125757543080208)	(116, 0.07293980632777622)	(118, 0.07444950072249659)	(120, 0.07613173161947075)	(122, 0.07807276726982552)	(124, 0.08070394892919533)	(126, 0.08419781309983393)	(128, 0.08777794552159941)	(130, 0.09122867556667458)	(132, 0.0948519421140035)	(134, 0.10020057368387)	(136, 0.10554920525373648)	(138, 0.10947441068000949)
SRR16683638_2 - polyg	(1, 0.08713093363814782)	(2, 0.0872172018892747)	(3, 0.08799361614941661)	(4, 0.088424957405051)	(5, 0.09144434619449177)	(6, 0.09230702870576056)	(7, 0.09265210171026808)	(8, 0.09351478422153688)	(9, 0.09377358897491751)	(10, 0.09437746673280566)	(12, 0.09580089287639917)	(14, 0.09761252615006362)	(16, 0.09830267215907866)	(18, 0.09994176893048937)	(20, 0.10058878081394096)	(22, 0.10171026807859038)	(24, 0.10300429184549356)	(26, 0.10378070610563547)	(28, 0.10451398624021394)	(30, 0.10580801000711712)	(32, 0.10692949727176657)	(34, 0.10805098453641598)	(36, 0.10912933767550197)	(38, 0.10990575193564388)	(40, 0.11089783682360299)	(42, 0.11163111695818147)	(44, 0.11262320184614058)	(46, 0.11391722561304377)	(48, 0.11594452951452541)	(50, 0.11706601677917484)	(52, 0.11896391830396619)	(54, 0.12168136821446288)	(56, 0.12297539198136606)	(58, 0.12504583000841116)	(60, 0.1269437315332025)	(62, 0.12806521879785193)	(64, 0.12901416956024758)	(66, 0.1299199861970798)	(68, 0.13108460758729268)	(70, 0.13224922897750557)	(72, 0.1329393749865206)	(74, 0.13393145987447969)	(76, 0.13500981301356568)	(78, 0.13565682489701728)	(80, 0.13647637328272264)	(82, 0.13699398278948388)	(84, 0.1375547264218086)	(86, 0.1384174089330774)	(88, 0.13910755494209243)	(90, 0.14009963983005153)	(92, 0.14109172471801065)	(94, 0.14204067548040633)	(96, 0.1429033579916751)	(98, 0.14389544287963424)	(100, 0.1449737960187202)	(102, 0.14579334440442554)	(104, 0.14631095391118681)	(106, 0.14717363642245562)	(108, 0.1480363189337244)	(110, 0.14941661095175446)	(112, 0.15006362283520608)	(114, 0.1507537688442211)	(116, 0.1517458537321802)	(118, 0.152608536243449)	(120, 0.1533849505035909)	(122, 0.1544633036426769)	(124, 0.15571419328401664)	(126, 0.15735329005542736)	(128, 0.158690447947894)	(130, 0.16084715422606596)	(132, 0.16390967714107016)	(134, 0.16688593180494748)	(136, 0.16999158884551513)	(138, 0.17383052602066124)
SRR16683639_2 - polyg	(1, 0.08933777046989538)	(2, 0.08933777046989538)	(3, 0.0895834288671545)	(4, 0.08982908726441359)	(5, 0.0933501909584608)	(6, 0.09392339388539872)	(7, 0.09498791360685485)	(8, 0.09523357200411396)	(9, 0.09547923040137307)	(10, 0.09633903479177994)	(12, 0.09777204210912474)	(14, 0.09986013848582714)	(16, 0.1003105122141355)	(18, 0.10112937353833254)	(20, 0.10207106406115912)	(22, 0.10305369765019554)	(24, 0.10407727430544182)	(26, 0.10526462322552751)	(28, 0.10600159841730483)	(30, 0.10641102907940334)	(32, 0.10768026413190873)	(34, 0.10845818238989591)	(36, 0.1099730758396604)	(38, 0.11095570942869683)	(40, 0.11152891235563475)	(42, 0.11234777367983177)	(44, 0.11316663500402879)	(46, 0.11373983793096672)	(48, 0.11447681312274403)	(50, 0.11525473138073121)	(52, 0.11603264963871839)	(54, 0.11721999855880408)	(56, 0.11807980294921094)	(58, 0.11918526573687693)	(60, 0.12053638692180202)	(62, 0.12160090664325815)	(64, 0.12258354023229458)	(66, 0.1232386292916522)	(68, 0.12364805995375071)	(70, 0.1245897504765773)	(72, 0.1258589855290827)	(74, 0.1266778468532797)	(76, 0.12733293591263734)	(78, 0.12806991110441465)	(80, 0.12884782936240183)	(82, 0.12921631695829047)	(84, 0.1298714060176481)	(86, 0.13048555201079587)	(88, 0.13130441333499288)	(90, 0.13208233159298005)	(92, 0.13318779438064604)	(94, 0.13392476957242339)	(96, 0.13478457396283025)	(98, 0.13543966302218785)	(100, 0.1361766382139652)	(102, 0.13707738567058192)	(104, 0.13736398713405087)	(106, 0.13797813312719864)	(108, 0.13875605138518582)	(110, 0.13969774190801237)	(112, 0.14051660323220944)	(114, 0.1417039521522951)	(116, 0.14268658574133153)	(118, 0.14391487772762707)	(120, 0.14502034051529306)	(122, 0.1462486325015886)	(124, 0.14727220915683487)	(126, 0.1487461595403895)	(128, 0.15009728072531459)	(130, 0.15169406030749882)	(132, 0.15505139173670662)	(134, 0.15836778009970456)	(136, 0.16180699766133205)	(138, 0.16434546776634285)
SRR16683640_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002448160207603986)	(4, 0.0005508360467108967)	(5, 0.004406688373687174)	(6, 0.006487624550150562)	(7, 0.0070384605968614585)	(8, 0.007344480622811957)	(9, 0.007344480622811957)	(10, 0.008078928685093151)	(12, 0.008935784757754549)	(14, 0.010649496903077336)	(16, 0.011322740960168432)	(18, 0.011598158983523881)	(20, 0.012057189022449628)	(22, 0.012332607045805077)	(24, 0.012883443092515975)	(26, 0.013373075134036771)	(28, 0.01361789115479717)	(30, 0.013985115185937768)	(32, 0.014627757240433813)	(34, 0.01551521531569026)	(36, 0.016586285406517003)	(38, 0.017443141479178397)	(40, 0.018422405562219992)	(42, 0.019646485666021986)	(44, 0.02019732171273288)	(46, 0.021084779787989325)	(48, 0.022308859891791318)	(50, 0.02371655201116361)	(52, 0.02539966215389135)	(54, 0.028031434377065637)	(56, 0.029959360540553773)	(58, 0.031826082698851815)	(60, 0.033264376820819154)	(62, 0.033937620877910246)	(64, 0.03500869096873699)	(66, 0.03583494503880334)	(68, 0.03699782113741523)	(70, 0.03892574730090337)	(72, 0.040302837417680606)	(74, 0.042261365583763796)	(76, 0.043730261708326196)	(78, 0.04504614781991334)	(80, 0.046056013905549975)	(82, 0.04691286997821137)	(84, 0.047861532058657924)	(86, 0.048687786128724264)	(88, 0.050432100276642106)	(90, 0.051656180380444096)	(92, 0.05315567850760154)	(94, 0.05456337062697383)	(96, 0.05569564472299067)	(98, 0.057072734839767915)	(100, 0.058358018948760006)	(102, 0.05949029304477685)	(104, 0.060132935099272894)	(106, 0.06117340318750459)	(108, 0.06307072734839768)	(110, 0.06484564349891056)	(112, 0.06655935564423336)	(114, 0.06830366979215119)	(116, 0.07047641197639974)	(118, 0.07319999020735918)	(120, 0.07512791637084731)	(122, 0.07766788258623644)	(124, 0.08118711288466718)	(126, 0.08473694518569296)	(128, 0.08874580752564448)	(130, 0.0925710578500257)	(132, 0.09691654221852278)	(134, 0.1027615247141773)	(136, 0.10885132323059221)	(138, 0.11402306166915563)
SRR16683640_2 - polyg	(1, 0.07203711410874727)	(2, 0.07209831811393738)	(3, 0.07222072612431757)	(4, 0.07283276617621857)	(5, 0.07564815041496316)	(6, 0.07681102651357505)	(7, 0.07754547457585624)	(8, 0.07803510661737705)	(9, 0.07827992263813743)	(10, 0.07925918672117904)	(12, 0.08011604279384044)	(14, 0.08149313291061767)	(16, 0.08210517296251868)	(18, 0.08320684505594046)	(20, 0.08378828310524641)	(22, 0.08449212916493255)	(24, 0.0859304232868999)	(26, 0.0869096873699415)	(28, 0.08782774744779298)	(30, 0.08883761353342963)	(32, 0.08954145959311577)	(34, 0.09049012167356232)	(36, 0.0922650378240752)	(38, 0.0932443019071168)	(40, 0.09397874996939799)	(42, 0.0948356060420594)	(44, 0.09590667613288614)	(46, 0.09697774622371289)	(48, 0.09795701030675448)	(50, 0.09918109041055646)	(52, 0.10077239454549905)	(54, 0.10266971870639215)	(56, 0.10404680882316938)	(58, 0.10566871496070704)	(60, 0.10695399906969912)	(62, 0.10805567116312093)	(64, 0.1089737312409724)	(66, 0.10986118931622885)	(68, 0.11090165740446055)	(70, 0.1123399515264279)	(72, 0.11341102161725464)	(74, 0.11448209170808138)	(76, 0.11552255979631307)	(78, 0.11659362988713981)	(80, 0.1174504859598012)	(82, 0.11852155605062795)	(84, 0.11943961612847945)	(86, 0.12017406419076064)	(88, 0.121000318260827)	(90, 0.12213259235684383)	(92, 0.12302005043210028)	(94, 0.12375449849438147)	(96, 0.12464195656963792)	(98, 0.12537640463191912)	(100, 0.12601904668641517)	(102, 0.12699831076945675)	(104, 0.1275797488187627)	(106, 0.1282529928758538)	(108, 0.1294770729796558)	(110, 0.13045633706269738)	(112, 0.13174162117168947)	(114, 0.132690283252136)	(116, 0.13373075134036772)	(118, 0.13467941342081424)	(120, 0.13596469752980633)	(122, 0.13743359365436875)	(124, 0.1394839278282371)	(126, 0.14110583396577472)	(128, 0.1436764021837589)	(130, 0.1461245623913629)	(132, 0.14930717066124807)	(134, 0.15255098293632335)	(136, 0.15646803926848973)	(138, 0.16017088158249077)
SRR16683642_2 - polyg	(1, 0.06528168598611257)	(2, 0.0654099407719399)	(3, 0.06553819555776724)	(4, 0.0659870873081629)	(5, 0.06720550777352256)	(6, 0.06739788995226356)	(7, 0.06784678170265923)	(8, 0.0682956734530549)	(9, 0.0682956734530549)	(10, 0.06874456520345057)	(12, 0.0694499665255009)	(14, 0.0703156863298354)	(16, 0.07047600481211957)	(18, 0.07076457808023107)	(20, 0.07105315134834256)	(22, 0.07143791570582456)	(24, 0.07246395399244324)	(26, 0.07294490943929573)	(28, 0.07348999227906189)	(30, 0.07413126620819857)	(32, 0.07451603056568055)	(34, 0.07525349558418773)	(36, 0.07637572496017689)	(38, 0.07701699888931356)	(40, 0.07759414542553655)	(42, 0.07839573783695739)	(44, 0.07929352133774872)	(46, 0.08009511374916956)	(48, 0.08092876985704722)	(50, 0.08182655335783855)	(52, 0.08221131771532056)	(54, 0.08259608207280256)	(56, 0.08285259164445721)	(58, 0.08336561078776655)	(60, 0.08413513950273055)	(62, 0.0846802223424967)	(64, 0.08519324148580604)	(66, 0.08570626062911538)	(68, 0.08660404412990672)	(70, 0.0871811906661297)	(72, 0.08798278307755054)	(74, 0.0889126302747987)	(76, 0.0898745411685037)	(78, 0.09122121641969069)	(80, 0.09205487252756836)	(82, 0.09263201906379137)	(84, 0.09311297451064388)	(86, 0.0938183758326942)	(88, 0.0946840956370287)	(90, 0.09558187913782003)	(92, 0.09606283458467253)	(94, 0.09667204481735236)	(96, 0.09766601940751418)	(98, 0.09869205769413286)	(100, 0.0991088857480717)	(102, 0.09962190489138102)	(104, 0.10023111512406085)	(106, 0.10087238905319751)	(108, 0.10164191776816152)	(110, 0.10215493691147084)	(112, 0.1023793827866687)	(114, 0.10321303889454635)	(116, 0.10414288609179452)	(118, 0.10488035111030168)	(120, 0.10548956134298151)	(122, 0.106547663326057)	(124, 0.1077981474878735)	(126, 0.109433396007172)	(128, 0.11065181647253167)	(130, 0.11257563825994167)	(132, 0.11485216070837684)	(134, 0.11751344751429399)	(136, 0.11930901451587667)	(138, 0.12120077260682982)
SRR16683726_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00013337307851072952)	(4, 0.0006001788532982829)	(5, 0.0032676404235128737)	(6, 0.005868415454472099)	(7, 0.006201848150748923)	(8, 0.006335221229259652)	(9, 0.006535280847025747)	(10, 0.007068773161068665)	(12, 0.00783566836250536)	(14, 0.009036026069101925)	(16, 0.009436145304634115)	(18, 0.00966954819202789)	(20, 0.009869607809793984)	(22, 0.010036324157932397)	(24, 0.010436443393464586)	(26, 0.010803219359369093)	(28, 0.011003278977135187)	(30, 0.011670144369688835)	(32, 0.012403696301497846)	(34, 0.013070561694051495)	(36, 0.013970829973998919)	(38, 0.014737725175435614)	(40, 0.015771366533893764)	(42, 0.016871694431607284)	(44, 0.01777196271155471)	(46, 0.0187389175307575)	(48, 0.019672529080332606)	(50, 0.02087288678692917)	(52, 0.02210658776315342)	(54, 0.024040497401559)	(56, 0.025440914725921658)	(58, 0.02704139166805041)	(60, 0.028208406105019297)	(62, 0.029142017654594402)	(64, 0.03017565901305256)	(66, 0.030842524405606205)	(68, 0.03187616576406436)	(70, 0.03344329943656543)	(72, 0.03457697060390663)	(74, 0.03591070138901392)	(76, 0.03754452160077036)	(78, 0.03874487930736693)	(80, 0.039711834126569714)	(82, 0.040778818754655555)	(84, 0.04217923607901822)	(86, 0.04344628032487015)	(88, 0.04437989187444525)	(90, 0.046147085164712415)	(92, 0.047380786140936666)	(94, 0.0490146063526931)	(96, 0.0501482775200343)	(98, 0.050948515991098675)	(100, 0.051882127540673784)	(102, 0.053149171786525715)	(104, 0.05378269390945169)	(106, 0.05471630545902679)	(108, 0.05618340932264482)	(110, 0.05728373722035833)	(112, 0.05835072184844417)	(114, 0.059784482442434506)	(116, 0.061218243036424855)	(118, 0.06305212286594739)	(120, 0.06481931615621456)	(122, 0.06745343445680146)	(124, 0.07125456719435724)	(126, 0.07485564031414696)	(128, 0.07875680286058578)	(130, 0.08375829330473814)	(132, 0.08882647028814586)	(134, 0.09449482612485187)	(136, 0.10042992811857934)	(138, 0.1054314185627317)
SRR16683726_2 - polyg	(1, 0.07782319131101068)	(2, 0.07795656438952141)	(3, 0.07815662400728751)	(4, 0.07875680286058578)	(5, 0.08029059326345918)	(6, 0.08095745865601282)	(7, 0.08149095097005574)	(8, 0.0817576971270772)	(9, 0.08209112982335402)	(10, 0.08275799521590768)	(12, 0.08342486060846133)	(14, 0.08445850196691948)	(16, 0.08489196447207935)	(18, 0.0857255462127714)	(20, 0.08622569525718665)	(22, 0.08672584430160188)	(24, 0.08769279912080466)	(26, 0.08889315682740123)	(28, 0.08966005202883792)	(30, 0.09056032030878536)	(32, 0.09176067801538192)	(34, 0.09272763283458471)	(36, 0.09416139342857505)	(38, 0.09516169151740553)	(40, 0.09582855690995917)	(42, 0.09649542230251282)	(44, 0.09716228769506646)	(46, 0.09796252616613084)	(48, 0.09886279444607826)	(50, 0.09982974926528106)	(52, 0.10083004735411152)	(54, 0.10189703198219735)	(56, 0.10303070314953856)	(58, 0.10453115028278426)	(60, 0.10563147818049778)	(62, 0.10689852242634972)	(64, 0.10789882051518018)	(66, 0.10853234263810616)	(68, 0.10936592437879822)	(70, 0.11059962535502246)	(72, 0.11123314747794844)	(74, 0.11173329652236366)	(76, 0.112433505184545)	(78, 0.11313371384672632)	(80, 0.11420069847481217)	(82, 0.11486756386736581)	(84, 0.1156344590688025)	(86, 0.11626798119172847)	(88, 0.11720159274130358)	(90, 0.11770174178571881)	(92, 0.11846863698715551)	(94, 0.11960230815449671)	(96, 0.12053591970407182)	(98, 0.12116944182699778)	(100, 0.12183630721955142)	(102, 0.12260320242098813)	(104, 0.12296997838689264)	(106, 0.12363684377944628)	(108, 0.12440373898088297)	(110, 0.12553741014822417)	(112, 0.12667108131556537)	(114, 0.1275713495955128)	(116, 0.12863833422359863)	(118, 0.12957194577317374)	(120, 0.1306055871316319)	(122, 0.13157254195083468)	(124, 0.13283958619668662)	(126, 0.13467346602620917)	(128, 0.13677409201275315)	(130, 0.13877468819041408)	(132, 0.14144214976062866)	(134, 0.14510990941967372)	(136, 0.14924447485350634)	(138, 0.15324566720882823)
SRR16683727_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 9.683119901232177e-05)	(4, 0.00048415599506160885)	(5, 0.0031954295674066183)	(6, 0.005228884746665376)	(7, 0.005616209542714663)	(8, 0.006100365537776271)	(9, 0.006681352731850202)	(10, 0.007262339925924133)	(12, 0.007746495920985742)	(14, 0.008908470309133602)	(16, 0.009441041903701371)	(18, 0.009731535500738337)	(20, 0.010215691495799947)	(22, 0.0108935098888862)	(24, 0.011184003485923164)	(26, 0.011764990679997096)	(28, 0.01253964027209567)	(30, 0.013217458665181921)	(32, 0.013798445859255853)	(34, 0.014282601854317461)	(36, 0.015444576242465324)	(38, 0.015880316638020774)	(40, 0.016751797429131667)	(42, 0.017768525018761045)	(44, 0.018446343411847296)	(46, 0.01960831779999516)	(48, 0.020770292188143018)	(50, 0.021641772979253918)	(52, 0.02251325377036481)	(54, 0.023820474957031157)	(56, 0.02532135854172214)	(58, 0.027064320123943934)	(60, 0.027693722917524026)	(62, 0.028226294512091795)	(64, 0.02953351569875814)	(66, 0.030743905686412165)	(68, 0.03219637367159699)	(70, 0.03345517925875717)	(72, 0.03519814084097896)	(74, 0.036795855624682273)	(76, 0.037909414413323975)	(78, 0.039603960396039604)	(80, 0.04052385678665666)	(82, 0.04149216877677988)	(84, 0.04294463676196471)	(86, 0.04420344234912489)	(88, 0.045801157132828195)	(90, 0.04701154712048222)	(92, 0.0480282747101116)	(94, 0.04933549589677794)	(96, 0.050303807886901156)	(98, 0.05180469147159214)	(100, 0.05282141906122152)	(102, 0.05349923745430778)	(104, 0.05451596504393716)	(106, 0.05553269263356654)	(108, 0.05683991382023288)	(110, 0.058340797404923865)	(112, 0.05950277179307173)	(114, 0.061003655377762714)	(116, 0.06269820136047835)	(118, 0.06502215013677407)	(120, 0.06744293011208212)	(122, 0.07034786608245178)	(124, 0.07325280205282142)	(126, 0.07639981602072188)	(128, 0.07998257038417778)	(130, 0.08332324675010289)	(132, 0.08777748190466969)	(134, 0.09252221065627345)	(136, 0.0978963422014573)	(138, 0.103222058147135)
SRR16683727_2 - polyg	(1, 0.08056355757825172)	(2, 0.08056355757825172)	(3, 0.080950882374301)	(4, 0.08133820717035029)	(5, 0.08385581834467065)	(6, 0.08463046793676923)	(7, 0.08550194872788013)	(8, 0.08588927352392942)	(9, 0.08617976712096638)	(10, 0.0867607543150403)	(12, 0.08768065070565736)	(14, 0.08918153429034835)	(16, 0.08947202788738531)	(18, 0.09044033987750853)	(20, 0.09097291147207631)	(22, 0.09136023626812559)	(24, 0.092086470260718)	(26, 0.09281270425331042)	(28, 0.09392626304195212)	(30, 0.09450725023602605)	(32, 0.09552397782565543)	(34, 0.096298627417754)	(36, 0.09784792660195116)	(38, 0.09900990099009901)	(40, 0.10017187537824687)	(42, 0.10138226536590089)	(44, 0.10254423975404875)	(46, 0.10404512333873975)	(48, 0.10457769493330751)	(50, 0.10564283812244304)	(52, 0.10617540971701081)	(54, 0.10733738410515868)	(56, 0.10849935849330655)	(58, 0.1099034108789852)	(60, 0.11111380086663923)	(62, 0.11246943765281173)	(64, 0.11319567164540414)	(66, 0.11401873683700889)	(68, 0.11508388002614442)	(70, 0.11629427001379844)	(72, 0.11731099760342782)	(74, 0.11837614079256337)	(76, 0.11948969958120506)	(78, 0.12079692076787141)	(80, 0.12195889515601926)	(82, 0.12268512914861168)	(84, 0.12331453194219177)	(86, 0.12433125953182114)	(88, 0.12534798712145054)	(90, 0.12592897431552447)	(92, 0.12689728630564767)	(94, 0.12825292309182018)	(96, 0.12893074148490644)	(98, 0.1296085598779927)	(100, 0.13014113147256046)	(102, 0.13072211866663438)	(104, 0.13139993705972064)	(106, 0.13198092425379457)	(108, 0.13275557384589315)	(110, 0.13362705463700403)	(112, 0.13459536662712726)	(114, 0.13580575661478128)	(116, 0.13662882180638602)	(118, 0.1378876273935462)	(120, 0.14001791377181727)	(122, 0.1420997845505822)	(124, 0.14389116173231015)	(126, 0.14626352610811205)	(128, 0.14795807209082767)	(130, 0.14974944927255562)	(132, 0.15246072284490064)	(134, 0.15478467162119636)	(136, 0.15851267278317072)	(138, 0.16161127115156504)
SRR16683728_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00018720772194411476)	(4, 0.0006552270268044017)	(5, 0.004212173743742582)	(6, 0.006177854824155787)	(7, 0.006833081850960188)	(8, 0.007113893433876361)	(9, 0.007675516599708705)	(10, 0.008283941696027078)	(12, 0.009781603471579997)	(14, 0.0110920575251888)	(16, 0.012355709648311574)	(18, 0.01287053088365789)	(20, 0.01315134246657406)	(22, 0.013478955979976262)	(24, 0.013853371423864492)	(26, 0.014321390728724778)	(28, 0.015257429338445351)	(30, 0.016006260226221813)	(32, 0.016895496905456355)	(34, 0.01787833744566296)	(36, 0.01923559342975779)	(38, 0.020405641691908505)	(40, 0.021622491884545254)	(42, 0.02279254014669597)	(44, 0.023822182617388603)	(46, 0.02531984439294152)	(48, 0.026536694585578266)	(50, 0.02780034670870104)	(52, 0.02925120655376793)	(54, 0.03131049149515319)	(56, 0.03351018222799654)	(58, 0.03631829805715826)	(60, 0.03823717720708544)	(62, 0.039220017747292044)	(64, 0.0402964621484707)	(66, 0.041513312341107445)	(68, 0.042964172186174335)	(70, 0.044742645544643425)	(72, 0.045912693806794136)	(74, 0.04680193048602869)	(76, 0.04801878067866543)	(78, 0.048954819288386006)	(80, 0.05035887720296686)	(82, 0.05162252932608964)	(84, 0.05255856793581022)	(86, 0.05363501233698888)	(88, 0.055132674112541795)	(90, 0.056255920444206485)	(92, 0.05817479959413366)	(94, 0.060140480674546866)	(96, 0.062152963685446094)	(98, 0.06416544669634533)	(100, 0.06585031619384235)	(102, 0.06814361078765777)	(104, 0.07085812275584744)	(106, 0.07385344630695326)	(108, 0.07820602584215394)	(110, 0.08260540730784063)	(112, 0.08667717526012514)	(114, 0.09088934900386772)	(116, 0.09533553240004043)	(118, 0.10048374475350359)	(120, 0.10680200536911746)	(122, 0.11316706791521736)	(124, 0.11967253625277535)	(126, 0.12711404320005393)	(128, 0.13530438103510894)	(130, 0.14396273817502425)	(132, 0.15425916288195057)	(134, 0.16488320110227905)	(136, 0.1756944470445517)	(138, 0.1846804176978692)
